,Parcel ID,Lat,Lng,Property address,Tax rate area,Neighborhood,Lot sq. ft.,Property class,Year built,Square feet,Rooms,Bedrooms,Bathrooms,ZIP code,Median Price(2017),Median $ per Sq. Ft.(2017),Transaction year,Transaction price
2381,439-13-015,37.2980005,-121.8923304,"1079 Fairview Av San Jose, CA 95125",17108,0,8000,0,1925,1278,7,3,2.0,95125,1250000,713,2017,937074
2382,439-13-016,37.2979587,-121.892496,"1085 Fairview Av San Jose, CA 95125",17108,0,7600,0,1997,3328,10,3,3.0,95125,1250000,713,2001,180902
2383,439-13-022,37.2992361,-121.8910508,"1012 Pine Av San Jose, CA 95125",17108,0,5000,0,1925,1897,8,4,2.0,95125,1250000,713,2016,657472
2384,439-13-023,37.2992969,-121.890896,"1006 Pine Av San Jose, CA 95125",17108,0,4500,0,1927,1245,6,2,1.0,95125,1250000,713,2011,510500
2385,439-13-030,37.2985406,-121.8902546,"1749 Glen Una Av San Jose, CA 95125",17108,0,3960,0,1933,1889,5,2,1.0,95125,1250000,713,2007,18486
2386,439-13-033,37.2985589,-121.8909821,"1740 Alberta Av San Jose, CA 95125",17108,0,11550,0,1950,2359,9,4,2.0,95125,1250000,713,2011,263601
2387,439-13-038,37.298136,-121.8899147,"1777 Glen Una Av San Jose, CA 95125",17108,0,6230,0,2009,2785,9,4,3.0,95125,1250000,713,2016,1100000
2388,439-13-044,37.297549,-121.8904567,"1031 Laurie Av San Jose, CA 95125",17108,0,6018,0,1941,2127,7,3,2.0,95125,1250000,713,2016,950000
2389,439-13-045,37.2975042,-121.8906038,"1035 Laurie Av San Jose, CA 95125",17108,0,5865,0,2004,3066,9,4,2.5,95125,1250000,713,2011,735936
2390,439-13-046,37.2974539,-121.8907918,"1041 Laurie Av San Jose, CA 95125",17108,0,6000,0,1941,1232,5,2,2.0,95125,1250000,713,2016,285331
2391,439-13-047,37.2973891,-121.890925,"1045 Laurie Av San Jose, CA 95125",17108,0,6150,0,2000,2879,8,4,3.0,95125,1250000,713,2007,905415
2392,439-13-049,37.2973225,-121.8912392,"1055 Laurie Av San Jose, CA 95125",17108,0,6564,0,2008,2934,9,4,3.5,95125,1250000,713,2013,954935
2393,439-13-053,37.2971028,-121.8919172,"1079 Laurie Av San Jose, CA 95125",17108,0,7905,0,2012,1651,5,2,2.0,95125,1250000,713,2009,672777
2394,439-13-054,37.2970294,-121.8920832,"1085 Laurie Av San Jose, CA 95125",17108,0,8619,0,2002,3536,11,5,3.0,95125,1250000,713,1996,186074
2395,439-13-062,37.2975913,-121.8921359,"1080 Fairview Av San Jose, CA 95125",17108,0,7500,0,1928,1575,6,2,2.0,95125,1250000,713,2014,219666
2396,439-13-063,37.2976351,-121.891976,"1074 Fairview Av San Jose, CA 95125",17108,0,7500,0,2007,3289,9,5,3.5,95125,1250000,713,2017,1689196
2397,439-13-064,37.2976865,-121.8918225,"1068 Fairview Av San Jose, CA 95125",17108,0,7500,0,1926,1795,7,2,2.0,95125,1250000,713,2011,298750
2398,439-13-066,37.2978231,-121.8912353,"1050 Fairview Av San Jose, CA 95125",17108,0,7500,0,1939,2387,8,4,2.0,95125,1250000,713,2005,941993
2399,439-13-067,37.2976235,-121.8910116,"1040 Fairview Av San Jose, CA 95125",17108,0,7500,0,1940,2002,10,4,3.0,95125,1250000,713,2013,250487
2400,439-13-068,37.2978777,-121.8909162,"1034 Fairview Av San Jose, CA 95125",17108,0,7500,0,1940,1381,6,3,2.5,95125,1250000,713,2016,629225
2401,439-13-070,37.2979879,-121.8905482,"1024 Fairview Av San Jose, CA 95125",17108,0,7100,0,1951,2546,8,4,3.0,95125,1250000,713,2014,718246
2402,439-13-071,37.2980583,-121.8904178,"1016 Fairview Av San Jose, CA 95125",17108,0,7865,0,1949,1043,5,2,1.0,95125,1250000,713,2007,21075
2403,439-13-072,37.2981487,-121.8902377,"1012 Fairview Av San Jose, CA 95125",17108,0,8400,0,1948,1318,5,2,1.0,95125,1250000,713,1982,51498
2404,439-13-080,37.2984064,-121.8929801,"1710 Lincoln Av San Jose, CA 95125",17108,0,8400,0,1932,2258,8,3,2.0,95125,1250000,713,2002,415227
2405,439-13-085,37.2982482,-121.8929689,"1720 Lincoln Av San Jose, CA 95125",17108,0,6240,0,1924,1359,5,2,1.0,95125,1250000,713,2017,20279
2406,439-13-086,37.2991401,-121.8911543,"1018 Pine Av San Jose, CA 95125",17108,0,6440,0,1953,1716,6,3,2.0,95125,1250000,713,2017,608936
2407,439-13-087,37.2987062,-121.8911739,"1732 Alberta Av San Jose, CA 95125",17108,0,9100,0,1950,1504,6,3,2.0,95125,1250000,713,2013,22868
2408,439-13-088,37.2977371,-121.891578,"1062 Fairview Av San Jose, CA 95125",17108,0,11250,0,1929,1342,7,3,1.0,95125,1250000,713,1990,178717
2409,439-13-089,37.2977477,-121.8914196,"1056 Fairview Av San Jose, CA 95125",17108,0,7500,0,1992,2548,9,4,3.0,95125,1250000,713,2007,1191886
2410,439-14-007,37.2967617,-121.8901588,"1031 Byerley Av San Jose, CA 95125",17108,0,6808,0,2005,2997,10,4,3.0,95125,1250000,713,2017,906109
2411,439-14-008,37.2966975,-121.8903042,"1037 Byerley Av San Jose, CA 95125",17108,0,6804,0,1927,2341,9,4,3.0,95125,1250000,713,1988,100589
2412,439-14-009,37.296602,-121.8904896,"1045 Byerley Av San Jose, CA 95125",17108,0,6804,0,2005,3074,9,4,3.0,95125,1250000,713,2010,1000995
2413,439-14-010,37.2965461,-121.8906526,"1053 Byerley Av San Jose, CA 95125",17108,0,6804,0,1929,2170,8,4,2.0,95125,1250000,713,1998,184794
2414,439-12-081,37.2979824,-121.8933819,"1725 Lincoln Av San Jose, CA 95125",17108,0,6615,0,1927,1538,6,3,1.0,95125,1250000,713,2017,669324
2415,439-14-014,37.2962295,-121.8912338,"1085 Byerley Av San Jose, CA 95125",17108,0,6804,0,1928,1506,8,3,1.0,95125,1250000,713,2001,27644
2416,434-17-012,37.3075469,-121.8905492,"766 Minnesota Av San Jose, CA 95125",17108,0,5217,0,1947,915,6,2,1.0,95125,1250000,713,2012,109332
2417,439-14-022,37.296559,-121.891707,"1084 Laurie Av San Jose, CA 95125",17108,0,9690,0,1942,1783,7,3,1.5,95125,1250000,713,2016,1020000
2418,439-14-023,37.2967489,-121.8916591,"1078 Laurie Av San Jose, CA 95125",17108,0,9588,0,1940,1276,5,2,1.0,95125,1250000,713,1999,418742
2419,439-14-032,37.2971514,-121.8901109,"1030 Laurie Av San Jose, CA 95125",17108,0,5763,0,2000,3046,10,4,3.0,95125,1250000,713,2013,969657
2420,439-14-034,37.2973413,-121.889872,"1018 Laurie Av San Jose, CA 95125",17108,0,5712,0,1941,1486,6,3,2.0,95125,1250000,713,2008,665746
2421,439-14-036,37.2974743,-121.8895811,"1008 Laurie Av San Jose, CA 95125",17108,0,5593,0,1941,2468,8,3,3.0,95125,1250000,713,2016,897808
2422,439-14-037,37.29751,-121.8894061,"1002 Laurie Av San Jose, CA 95125",17108,0,6545,0,1947,1337,5,2,1.0,95125,1250000,713,2005,21075
2423,439-14-039,37.2964745,-121.8890051,"1005 Hazelwood Av San Jose, CA 95125",17108,0,6720,0,1939,1602,7,3,1.0,95125,1250000,713,2011,131925
2424,439-14-040,37.2964006,-121.8891646,"1011 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1939,1117,5,2,1.0,95125,1250000,713,2000,202717
2425,439-14-041,37.2963358,-121.8893282,"1017 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,2001,1896,8,3,2.0,95125,1250000,713,2010,813251
2426,439-14-042,37.2962586,-121.8894663,"1023 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1947,1003,4,2,1.0,95125,1250000,713,2013,21075
2427,439-14-043,37.296182,-121.88963,"1031 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1948,1404,6,3,1.0,95125,1250000,713,2006,393222
2428,439-14-044,37.2961271,-121.8897889,"1037 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1940,1715,7,3,2.0,95125,1250000,713,2007,723234
2429,439-14-045,37.2960385,-121.8899214,"1043 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1940,1580,6,3,1.0,95125,1250000,713,2014,542592
2430,439-14-046,37.2959716,-121.890067,"1049 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1947,3491,11,6,3.0,95125,1250000,713,2006,37600
2431,439-14-052,37.2955105,-121.891017,"1087 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1941,1607,7,3,2.0,95125,1250000,713,2013,722471
2432,439-14-054,37.295388,-121.8913071,"1930 Lincoln Av San Jose, CA 95125",17108,0,5824,0,1941,1413,5,2,2.0,95125,1250000,713,2005,600519
2433,439-14-057,37.2958294,-121.8911874,"1092 Byerley Av San Jose, CA 95125",17108,0,5940,0,2006,2674,9,4,3.0,95125,1250000,713,2013,959284
2434,439-14-058,37.2958958,-121.8910155,"1086 Byerley Av San Jose, CA 95125",17108,0,5940,0,2006,2539,8,3,3.0,95125,1250000,713,2014,1095098
2435,439-14-060,37.2960622,-121.8907033,"1070 Byerley Av San Jose, CA 95125",17108,0,5940,0,1997,2748,9,4,3.0,95125,1250000,713,2012,214702
2436,439-14-065,37.2964453,-121.8899295,"1032 Byerley Av San Jose, CA 95125",17108,0,5940,0,1998,2795,9,4,3.0,95125,1250000,713,2017,990858
2437,439-14-066,37.2965173,-121.889745,"1024 Byerley Av San Jose, CA 95125",17108,0,5940,0,1929,1297,8,4,1.0,95125,1250000,713,1998,20279
2438,439-14-067,37.2965866,-121.8895626,"1016 Byerley Av San Jose, CA 95125",17108,0,5940,0,1928,1631,6,3,2.0,95125,1250000,713,2016,735936
2439,439-14-068,37.2966874,-121.8894533,"1008 Byerley Av San Jose, CA 95125",17108,0,5830,0,1931,1077,6,2,1.0,95125,1250000,713,2015,477467
2440,439-14-069,37.2967575,-121.889315,"1006 Byerley Av San Jose, CA 95125",17108,0,5500,0,1941,1099,5,2,1.0,95125,1250000,713,2011,480197
2441,439-14-070,37.2967853,-121.8891446,"1004 Byerley Av San Jose, CA 95125",17108,0,5940,0,1945,1627,6,2,2.0,95125,1250000,713,2014,665746
2442,439-15-002,37.295846,-121.888519,"1003 Bennett WY San Jose, CA 95125",17108,0,5824,0,1939,1157,5,2,1.0,95125,1250000,713,2011,91209
2443,439-15-003,37.295742,-121.8886877,"1007 Bennett WY San Jose, CA 95125",17108,0,5712,0,1942,1044,5,2,1.0,95125,1250000,713,2006,347826
2444,439-15-004,37.2956993,-121.8888435,"1009 Bennett WY San Jose, CA 95125",17108,0,5824,0,1938,1909,7,3,2.0,95125,1250000,713,2007,877349
2445,434-17-043,37.3067019,-121.8885733,"1479 Padres Dr San Jose, CA 95125",17108,0,6000,0,1958,1379,5,3,2.0,95125,1250000,713,2009,368931
2446,439-15-006,37.2955123,-121.8891167,"1025 Bennett WY San Jose, CA 95125",17108,0,6272,0,1938,1040,5,2,1.0,95125,1250000,713,1995,259055
2447,439-15-007,37.295484,-121.889276,"1033 Bennett WY San Jose, CA 95125",17108,0,5712,0,1939,1411,5,2,2.0,95125,1250000,713,2013,224059
2448,439-15-010,37.2952438,-121.8897075,"1057 Bennett WY San Jose, CA 95125",17108,0,5712,0,1937,1405,6,3,1.0,95125,1250000,713,2015,505035
2449,439-15-014,37.294979,-121.890333,"1085 Bennett WY San Jose, CA 95125",17108,0,5824,0,1938,1615,6,3,2.0,95125,1250000,713,2005,750650
2450,439-15-015,37.2948801,-121.8904727,"1089 Bennett WY San Jose, CA 95125",17108,0,5712,0,1939,1424,6,3,1.0,95125,1250000,713,1991,233111
2451,439-15-018,37.2950152,-121.8910253,"1098 Hazelwood Av San Jose, CA 95125",17108,0,6160,0,1940,1492,5,2,1.0,95125,1250000,713,2005,37301
2452,439-15-019,37.295083,-121.890869,"1092 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1942,1020,5,2,1.0,95125,1250000,713,1993,137428
2453,439-14-011,37.2964747,-121.8907905,"1061 Byerley Av San Jose, CA 95125",17108,0,6804,0,1927,2231,7,3,2.0,95125,1250000,713,1991,102939
2454,439-14-015,37.2961236,-121.8913784,"1091 Byerley Av San Jose, CA 95125",17108,0,6300,0,1925,1314,6,2,2.0,95125,1250000,713,2010,97003
2455,439-15-026,37.2955942,-121.8898317,"1048 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1940,1289,5,2,1.0,95125,1250000,713,2017,21075
2456,439-14-035,37.297409,-121.8897202,"1014 Laurie Av San Jose, CA 95125",17108,0,5358,0,1941,1068,5,2,1.0,95125,1250000,713,1996,171760
2457,439-15-028,37.295738,-121.8895095,"1036 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1942,1699,7,4,2.0,95125,1250000,713,2003,84394
2458,439-15-030,37.2959007,-121.8891868,"1024 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1950,1554,8,3,2.0,95125,1250000,713,2007,509155
2459,439-15-031,37.2959833,-121.8890559,"1018 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1942,1322,8,3,2.0,95125,1250000,713,2010,34214
2460,439-15-032,37.296071,-121.8888985,"1010 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1940,1480,6,2,1.0,95125,1250000,713,2016,776000
2461,439-15-033,37.2961116,-121.8887206,"1004 Hazelwood Av San Jose, CA 95125",17108,0,6720,0,1939,1264,6,2,1.0,95125,1250000,713,1990,45762
2462,439-15-045,37.2949269,-121.8886887,"1043 Lovoi WY San Jose, CA 95125",17108,0,7395,0,2004,3509,11,4,2.5,95125,1250000,713,2014,1018594
2463,439-15-046,37.2948319,-121.8889164,"1047 Lovoi WY San Jose, CA 95125",17108,0,5700,0,1951,1196,5,2,1.0,95125,1250000,713,2015,683466
2464,439-15-047,37.2947339,-121.8891515,"1051 Lovoi WY San Jose, CA 95125",17108,0,5550,0,1952,1456,6,3,2.0,95125,1250000,713,2003,571925
2465,439-15-048,37.2945993,-121.8893852,"1055 Lovoi WY San Jose, CA 95125",17108,0,6696,0,1951,1456,7,3,2.0,95125,1250000,713,2014,243138
2466,439-15-051,37.2941509,-121.8895693,"1065 Lovoi WY San Jose, CA 95125",17108,0,6270,0,1951,1514,6,2,1.5,95125,1250000,713,2016,265463
2467,439-15-059,37.2944169,-121.8905172,"2008 Lincoln Av San Jose, CA 95125",17108,0,7080,0,1940,1420,5,2,1.0,95125,1250000,713,2017,485566
2468,439-15-060,37.2945145,-121.8901882,"1090 Bennett WY San Jose, CA 95125",17108,0,5824,0,1938,1856,8,4,2.0,95125,1250000,713,1998,21075
2469,439-15-061,37.294595,-121.890048,"1084 Bennett WY San Jose, CA 95125",17108,0,5824,0,1938,1200,7,2,1.0,95125,1250000,713,2012,503250
2470,439-15-062,37.2946948,-121.8899274,"1078 Bennett WY San Jose, CA 95125",17108,0,5712,0,1938,1098,5,2,1.0,95125,1250000,713,2006,800693
2471,439-15-063,37.2947593,-121.8897638,"1072 Bennett WY San Jose, CA 95125",17108,0,5712,0,1938,1313,7,3,2.0,95125,1250000,713,2011,622107
2472,439-15-066,37.2949493,-121.8893059,"1050 Bennett WY San Jose, CA 95125",17108,0,5712,0,1938,1206,6,2,1.0,95125,1250000,713,1984,21075
2473,439-15-067,37.2950325,-121.8891424,"1042 Bennett WY San Jose, CA 95125",17108,0,5712,0,1941,1374,7,4,2.0,95125,1250000,713,2012,117741
2474,439-15-069,37.2952067,-121.888867,"1026 Bennett WY San Jose, CA 95125",17108,0,5712,0,1938,1330,6,3,2.0,95125,1250000,713,2007,111381
2475,439-15-071,37.295319,-121.888537,"1010 Bennett WY San Jose, CA 95125",17108,0,5712,0,1939,1458,6,3,2.0,95125,1250000,713,2003,229015
2476,439-15-027,37.2956597,-121.8896434,"1042 Hazelwood Av San Jose, CA 95125",17108,0,5824,0,1940,1812,8,3,2.0,95125,1250000,713,1987,49551
2477,439-15-073,37.2954708,-121.8882695,"1004 Bennett WY San Jose, CA 95125",17108,0,5712,0,1939,1348,6,2,1.0,95125,1250000,713,1988,21075
2478,439-15-076,37.2943189,-121.8885883,"1041 Malone Rd San Jose, CA 95125",17108,0,6000,0,1952,1767,8,3,1.5,95125,1250000,713,2016,534760
2479,439-15-079,37.2943623,-121.8891498,"1058 Lovoi WY San Jose, CA 95125",17108,0,5863,0,1952,1903,9,4,3.0,95125,1250000,713,2015,596111
2480,439-15-080,37.2944356,-121.8889579,"1052 Lovoi WY San Jose, CA 95125",17108,0,6000,0,1951,1465,7,3,1.5,95125,1250000,713,2017,21475
2481,439-15-088,37.294787,-121.888013,"1029 Lovoi WY San Jose, CA 95125",17108,0,6175,0,1952,1368,7,3,1.5,95125,1250000,713,1995,143132
2482,439-16-002,37.2945719,-121.8865843,"2063 Harmil WY San Jose, CA 95125",17108,0,8228,0,1951,1421,5,3,2.0,95125,1250000,713,2006,22868
2483,439-16-003,37.2944198,-121.8865012,"2071 Harmil WY San Jose, CA 95125",17108,0,7888,0,1952,2085,8,4,2.5,95125,1250000,713,2002,572799
2484,439-16-004,37.2942408,-121.8864129,"2083 Harmil WY San Jose, CA 95125",17108,0,7820,0,1952,1777,6,3,2.5,95125,1250000,713,2013,803525
2485,439-15-072,37.2954073,-121.8884069,"1008 Bennett WY San Jose, CA 95125",17108,0,5712,0,1998,1910,7,3,2.0,95125,1250000,713,2016,337695
2486,439-16-010,37.2937336,-121.8870849,"945 Terra Bella Av San Jose, CA 95125",17108,0,8750,0,1939,1163,5,2,1.0,95125,1250000,713,2014,535718
2487,439-16-014,37.293494,-121.8876998,"957 Terra Bella Av San Jose, CA 95125",17108,0,8750,0,1938,1252,5,2,1.0,95125,1250000,713,2014,346498
2488,439-16-016,37.2933409,-121.888004,"965 Terra Bella Av San Jose, CA 95125",17108,0,8750,0,1939,1399,6,3,1.0,95125,1250000,713,1996,19882
2489,439-16-033,37.293667,-121.888791,"1054 Malone Rd San Jose, CA 95125",17108,0,8160,0,1948,748,4,2,1.0,95125,1250000,713,2016,656230
2490,439-16-034,37.2938363,-121.8886949,"1052 Malone Rd San Jose, CA 95125",17108,0,8160,0,1948,1267,7,3,1.0,95125,1250000,713,1997,252594
2491,439-16-035,37.2938421,-121.8885104,"1048 Malone Rd San Jose, CA 95125",17108,0,8160,0,1941,2480,9,5,3.0,95125,1250000,713,2016,642196
2492,439-16-036,37.2939542,-121.8883891,"1042 Malone Rd San Jose, CA 95125",17108,0,8500,0,1940,1701,7,3,3.0,95125,1250000,713,2016,713536
2493,439-16-037,37.293919,-121.888128,"1038 Malone Rd San Jose, CA 95125",17108,0,16280,0,1906,2112,8,3,3.0,95125,1250000,713,2000,29632
2494,439-16-038,37.2940596,-121.8879958,"1030 Malone Rd San Jose, CA 95125",17108,0,8500,0,2004,2518,9,3,3.5,95125,1250000,713,2005,900782
2495,439-16-039,37.2941663,-121.8878197,"1022 Malone Rd San Jose, CA 95125",17108,0,8500,0,1937,3295,11,5,3.0,95125,1250000,713,2016,233111
2496,439-16-040,37.2942714,-121.8877059,"1018 Malone Rd San Jose, CA 95125",17108,0,8500,0,1938,1767,8,3,1.5,95125,1250000,713,2006,20279
2497,439-16-042,37.2943969,-121.8873286,"1010 Malone Rd San Jose, CA 95125",17108,0,11050,0,1938,1173,6,2,1.0,95125,1250000,713,1990,22268
2498,439-16-043,37.2944438,-121.8871435,"1006 Malone Rd San Jose, CA 95125",17108,0,8500,0,1938,1506,7,3,2.0,95125,1250000,713,2015,144718
2499,439-16-044,37.2945417,-121.8870641,"1002 Malone Rd San Jose, CA 95125",17108,0,8500,0,1928,1464,7,3,2.0,95125,1250000,713,2000,613465
2500,439-16-045,37.2937449,-121.8861017,"2107 Harmil WY San Jose, CA 95125",17108,0,8050,0,1952,2946,10,5,2.5,95125,1250000,713,2014,1010825
2501,439-16-046,37.2936139,-121.8859793,"2119 Harmil WY San Jose, CA 95125",17108,0,7475,0,1952,2824,9,4,3.5,95125,1250000,713,2008,71726
2502,439-16-047,37.293466,-121.8858807,"2127 Harmil WY San Jose, CA 95125",17108,0,7475,0,1951,1511,7,3,1.5,95125,1250000,713,2017,145949
2503,439-16-048,37.2933098,-121.8857574,"2135 Harmil WY San Jose, CA 95125",17108,0,7475,0,1952,1876,7,3,2.0,95125,1250000,713,2016,1100000
2504,439-16-049,37.2931315,-121.8856533,"2147 Harmil WY San Jose, CA 95125",17108,0,8050,0,1952,1687,8,3,1.5,95125,1250000,713,2003,115660
2505,439-16-050,37.2930004,-121.8859354,"1015 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1926,915,6,2,1.0,95125,1250000,713,2017,84101
2506,439-16-051,37.2929455,-121.8860789,"1019 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1936,1041,6,2,1.0,95125,1250000,713,2005,178717
2507,439-16-055,37.2929142,-121.8867304,"1035 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1940,1091,5,2,1.0,95125,1250000,713,2005,609703
2508,439-16-059,37.2924516,-121.8872385,"1053 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1939,1149,5,2,1.0,95125,1250000,713,2015,234313
2509,439-16-061,37.2923483,-121.8875396,"1061 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1939,1634,8,3,1.0,95125,1250000,713,2017,707073
2510,439-16-062,37.2922907,-121.8876989,"1065 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1934,2093,9,4,2.0,95125,1250000,713,2014,905415
2511,439-16-063,37.2922075,-121.8878254,"1071 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1936,1607,6,3,2.0,95125,1250000,713,2005,252594
2512,439-16-064,37.2921207,-121.8879495,"1075 Lincoln CT San Jose, CA 95125",17108,0,6506,0,1930,1995,8,4,3.0,95125,1250000,713,2013,842715
2513,439-16-065,37.2920824,-121.8881077,"1081 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1938,1731,7,3,2.0,95125,1250000,713,2015,1056266
2514,439-16-075,37.2927589,-121.8881452,"976 Terra Bella Av San Jose, CA 95125",17108,0,9118,0,1936,2459,8,3,2.5,95125,1250000,713,2014,350832
2515,439-16-077,37.2929266,-121.8879101,"970 Terra Bella Av San Jose, CA 95125",17108,0,9118,0,1946,1425,7,3,1.5,95125,1250000,713,1995,171760
2516,439-16-078,37.2930173,-121.887761,"966 Terra Bella Av San Jose, CA 95125",17108,0,11055,0,1936,1124,6,2,1.0,95125,1250000,713,2000,463505
2517,439-16-079,37.2930225,-121.8875864,"962 Terra Bella Av San Jose, CA 95125",17108,0,10060,0,2002,3514,10,4,4.5,95125,1250000,713,2013,1109580
2518,439-17-001,37.2936445,-121.8826319,"2169 Coastland Av San Jose, CA 95125",17108,0,9300,0,1938,949,4,2,1.0,95125,1250000,713,2014,47014
2519,439-17-003,37.2934423,-121.8821253,"2183 Coastland Av San Jose, CA 95125",17108,0,11625,0,1935,1224,7,3,2.0,95125,1250000,713,2001,428675
2520,439-17-004,37.2932871,-121.8820382,"2191 Coastland Av San Jose, CA 95125",17108,0,4880,0,1941,1132,6,3,1.0,95125,1250000,713,2013,374304
2521,439-17-005,37.2931961,-121.8819793,"855 Franquette Av San Jose, CA 95125",17108,0,4784,0,1947,1003,4,2,1.0,95125,1250000,713,2007,275159
2522,439-17-006,37.2931386,-121.8822522,"875 Franquette Av San Jose, CA 95125",17108,0,4900,0,1941,2474,10,5,3.0,95125,1250000,713,1999,16895
2523,439-17-010,37.2929492,-121.8834903,"911 Franquette Av San Jose, CA 95125",17108,0,21175,0,1928,1166,4,2,1.0,95125,1250000,713,2014,779007
2524,439-17-013,37.292529,-121.88449,"941 Franquette Av San Jose, CA 95125",17108,0,22680,0,2012,2920,10,4,3.0,95125,1250000,713,2005,24455
2525,439-17-015,37.2922172,-121.8848381,"957 Franquette Av San Jose, CA 95125",17108,0,22599,0,1936,1194,4,2,1.0,95125,1250000,713,2008,1018594
2526,439-17-016,37.2921561,-121.8850436,"963 Franquette Av San Jose, CA 95125",17108,0,13500,0,1951,1344,6,3,2.0,95125,1250000,713,1984,80493
2527,439-17-017,37.292235,-121.885243,"969 Franquette Av San Jose, CA 95125",17108,0,11440,0,1938,1184,6,2,1.0,95125,1250000,713,2012,596916
2528,439-17-018,37.2920904,-121.8853343,"975 Franquette Av San Jose, CA 95125",17108,0,11440,0,1938,2521,9,4,3.0,95125,1250000,713,2013,317037
2529,439-17-019,37.2919895,-121.8854465,"981 Franquette Av San Jose, CA 95125",17108,0,17160,0,2015,3567,10,4,4.5,95125,1250000,713,2008,1018594
2530,439-17-027,37.2914774,-121.8868648,"1035 Franquette Av San Jose, CA 95125",17108,0,10290,0,1927,2197,9,4,2.0,95125,1250000,713,1997,280661
2531,439-17-028,37.291521,-121.887072,"1043 Franquette Av San Jose, CA 95125",17108,0,9202,0,1927,2810,8,4,2.5,95125,1250000,713,2009,887664
2532,439-17-030,37.2913292,-121.8873762,"1061 Franquette Av San Jose, CA 95125",17108,0,10863,0,2007,3242,9,4,3.0,95125,1250000,713,2017,822304
2533,439-17-033,37.2910661,-121.88783,"1091 Franquette Av San Jose, CA 95125",17108,0,8550,0,1932,1030,6,2,1.0,95125,1250000,713,2013,477254
2534,439-17-039,37.2916513,-121.8881675,"1090 Lincoln CT San Jose, CA 95125",17108,0,7830,0,1938,1360,7,3,1.0,95125,1250000,713,1989,92508
2535,439-17-040,37.2916899,-121.8880231,"1086 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1930,1340,7,2,1.0,95125,1250000,713,1998,40191
2536,439-17-042,37.291845,-121.8877456,"1076 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1930,1192,6,3,1.0,95125,1250000,713,2013,22402
2537,439-17-043,37.2918926,-121.8876016,"1072 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1938,1166,5,2,1.0,95125,1250000,713,2013,438314
2538,439-17-046,37.2920611,-121.8871506,"1058 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1932,1833,8,4,2.0,95125,1250000,713,1997,19083
2539,439-17-049,37.2922751,-121.8867155,"1046 Lincoln CT San Jose, CA 95125",17108,0,6615,0,1938,1812,7,4,3.0,95125,1250000,713,2013,712169
2540,439-17-052,37.2925694,-121.8863604,"1030 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1940,1370,6,3,1.0,95125,1250000,713,2006,696134
2541,439-17-054,37.2925436,-121.8859705,"1024 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1940,2793,10,5,3.5,95125,1250000,713,2017,75356
2542,439-17-055,37.2926391,-121.8858512,"1020 Lincoln CT San Jose, CA 95125",17108,0,6480,0,1928,1484,6,2,2.0,95125,1250000,713,2015,484977
2543,439-17-057,37.2927412,-121.8855098,"976 Lincoln CT San Jose, CA 95125",17108,0,7695,0,1952,1268,5,3,1.0,95125,1250000,713,2003,244920
2544,439-17-059,37.2928753,-121.8850968,"968 Lincoln CT San Jose, CA 95125",17108,0,7320,0,1952,2460,7,3,2.5,95125,1250000,713,1998,268875
2545,439-17-060,37.2929601,-121.8849346,"958 Lincoln CT San Jose, CA 95125",17108,0,7320,0,1952,1671,6,3,2.0,95125,1250000,713,2013,735037
2546,439-17-061,37.2930559,-121.8847769,"948 Lincoln CT San Jose, CA 95125",17108,0,7440,0,1950,1348,5,3,1.5,95125,1250000,713,2003,263601
2547,439-17-062,37.2931012,-121.8845784,"942 Lincoln CT San Jose, CA 95125",17108,0,7440,0,1950,1824,6,3,2.0,95125,1250000,713,2010,551274
2548,439-17-063,37.2931866,-121.8843757,"934 Lincoln CT San Jose, CA 95125",17108,0,7440,0,1950,1927,6,3,2.5,95125,1250000,713,2007,787881
2549,439-17-064,37.2933137,-121.8841848,"928 Lincoln CT San Jose, CA 95125",17108,0,7080,0,1950,1143,4,2,2.0,95125,1250000,713,2007,29439
