,Parcel ID,Lat,Lng,Property address,Tax rate area,Neighborhood,Lot sq. ft.,Property class,Year built,Square feet,Rooms,Bedrooms,Bathrooms,ZIP code,Median Price(2017),Median $ per Sq. Ft.(2017),Value at Median $ per Sq. Ft.(2017)
0,429-01-002,37.3084232,-121.8951796,"1246 Curtiss Av San Jose, CA 95125",17108,0,13200,0,1900,1327,8.0,4.0,2.0,95125,1250000,713,757539.2
1,429-01-003,37.3085298,-121.895274,"1232 Curtiss Av San Jose, CA 95125",17108,0,12200,0,1947,1575,7.0,3.0,2.0,95125,1250000,713,899113.6
2,429-01-005,37.3088046,-121.8955309,"1220 Curtiss Av San Jose, CA 95125",17108,0,18564,0,1905,1360,6.0,3.0,1.0,95125,1250000,713,776377.6
3,429-01-007,37.3089809,-121.8956939,"1192 Curtiss Av San Jose, CA 95125",17108,0,5040,0,1905,1044,5.0,3.0,1.0,95125,1250000,713,595984.0
4,429-01-011,37.3095539,-121.896306,"1150 Curtiss Av San Jose, CA 95125",17108,0,3300,0,1926,960,5.0,2.0,1.0,95125,1250000,713,548031.2
5,429-01-013,37.3097478,-121.8965309,"1134 Curtiss Av San Jose, CA 95125",17108,0,3550,0,1920,700,4.0,2.0,1.0,95125,1250000,713,399605.6
6,429-01-057,37.3081991,-121.895019,"1254 Curtiss Av San Jose, CA 95125",17108,0,8500,0,1989,2581,10.0,4.0,2.5,95125,1250000,713,1473404.8
7,429-01-058,37.3083563,-121.8948274,"1256 Curtiss Av San Jose, CA 95125",17108,0,8500,0,1988,2371,7.0,3.0,2.5,95125,1250000,713,1353523.2
8,429-02-001,37.30863,-121.8936671,"1255 Bird Av San Jose, CA 95125",17108,0,6300,0,2006,2122,6.0,3.0,3.0,95125,1250000,713,1514222.0
9,429-02-002,37.308529,-121.89352,"1265 Bird Av San Jose, CA 95125",17108,0,5000,0,1922,848,6.0,2.0,1.0,95125,1250000,713,484094.4
10,429-02-003,37.3084411,-121.8934057,"1275 Bird Av San Jose, CA 95125",17108,0,5000,0,1939,1093,5.0,2.0,1.0,95125,1250000,713,623956.0
11,429-02-004,37.3083322,-121.8933028,"1285 Bird Av San Jose, CA 95125",17108,0,5000,0,1939,1120,6.0,2.0,1.0,95125,1250000,713,639369.6
12,429-02-006,37.308102,-121.8930932,"1305 Bird Av San Jose, CA 95125",17108,0,5000,0,1939,1153,5.0,2.0,1.0,95125,1250000,713,658208.0
13,429-02-008,37.3079036,-121.8928644,"1325 Bird Av San Jose, CA 95125",17108,0,5000,0,1938,1066,5.0,2.0,1.0,95125,1250000,713,608543.2
14,429-02-009,37.3077962,-121.8927508,"1335 Bird Av San Jose, CA 95125",17108,0,5050,0,1939,1003,5.0,2.0,1.0,95125,1250000,713,572578.4
15,429-02-010,37.3076897,-121.8926196,"1345 Bird Av San Jose, CA 95125",17108,0,5550,0,1939,1186,5.0,2.0,1.0,95125,1250000,713,677047.2
16,429-02-018,37.3071787,-121.8919125,"819 Minnesota Av San Jose, CA 95125",17108,0,7100,0,1928,1320,6.0,3.0,1.0,95125,1250000,713,753543.2
17,429-02-020,37.3070532,-121.8921747,"839 Minnesota Av San Jose, CA 95125",17108,0,6248,0,1900,1624,7.0,3.0,2.0,95125,1250000,713,927086.4
18,429-02-021,37.3069323,-121.8922732,"845 Minnesota Av San Jose, CA 95125",17108,0,4600,0,1934,989,6.0,2.0,1.0,95125,1250000,713,564586.4
19,429-02-023,37.3070562,-121.89254,"1378 Cristina Av San Jose, CA 95125",17108,0,5000,0,1931,1093,5.0,2.0,1.0,95125,1250000,713,623956.0
20,429-02-033,37.3081583,-121.8936003,"1318 Cristina Av San Jose, CA 95125",17108,0,5000,0,1932,1337,7.0,3.0,2.0,95125,1250000,713,763248.0
21,429-02-035,37.3083331,-121.8938412,"1306 Cristina Av San Jose, CA 95125",17108,0,5000,0,1936,1106,5.0,2.0,1.0,95125,1250000,713,631377.6
22,429-02-037,37.3083623,-121.8944284,"1287 Cristina Av San Jose, CA 95125",17108,0,5000,0,1939,1045,5.0,2.0,1.0,95125,1250000,713,596554.4
23,429-02-038,37.308233,-121.894331,"1293 Cristina Av San Jose, CA 95125",17108,0,5150,0,1940,1337,6.0,2.0,2.0,95125,1250000,713,980176.8
24,429-02-039,37.3081255,-121.8942087,"1305 Cristina Av San Jose, CA 95125",17108,0,6300,0,1939,1621,6.0,3.0,1.0,95125,1250000,713,925373.6
25,429-02-040,37.3080071,-121.8940767,"1311 Cristina Av San Jose, CA 95125",17108,0,5000,0,1937,1488,6.0,3.0,2.0,95125,1250000,713,849448.8
26,429-02-041,37.3078847,-121.8939999,"1317 Cristina Av San Jose, CA 95125",17108,0,5000,0,2014,2829,9.0,4.0,3.0,95125,1250000,713,2624342.5
27,429-02-047,37.30725,-121.8933207,"1353 Cristina Av San Jose, CA 95125",17108,0,5000,0,1930,1342,6.0,2.0,2.0,95125,1250000,713,766101.6
28,429-02-050,37.3069437,-121.8930184,"1371 Cristina Av San Jose, CA 95125",17108,0,5000,0,1930,840,4.0,2.0,1.0,95125,1250000,713,479527.2
29,429-02-051,37.3068359,-121.8928884,"1377 Cristina Av San Jose, CA 95125",17108,0,5000,0,1937,900,5.0,2.0,1.0,95125,1250000,713,513779.2
30,429-02-053,37.3066063,-121.8927919,"865 Minnesota Av San Jose, CA 95125",17108,0,4600,0,1939,1335,7.0,3.0,1.0,95125,1250000,713,762105.6
31,429-02-054,37.3064915,-121.8929165,"875 Minnesota Av San Jose, CA 95125",17108,0,5253,0,1938,1131,5.0,2.0,1.0,95125,1250000,713,645649.6
32,429-02-055,37.3064146,-121.8930541,"885 Minnesota Av San Jose, CA 95125",17108,0,5253,0,1938,1146,5.0,2.0,1.0,95125,1250000,713,654212.0
33,429-02-057,37.3066076,-121.8933155,"1376 Curtiss Av San Jose, CA 95125",17108,0,8262,0,1920,2222,8.0,4.0,2.0,95125,1250000,713,1268464.0
34,429-02-058,37.3066986,-121.8934525,"1366 Curtiss Av San Jose, CA 95125",17108,0,8262,0,1920,1592,7.0,3.0,1.0,95125,1250000,713,908818.4
35,429-02-059,37.3068026,-121.8935738,"1358 Curtiss Av San Jose, CA 95125",17108,0,8262,0,1925,1648,6.0,2.0,1.0,95125,1250000,713,940787.2
36,429-02-060,37.3069599,-121.8936637,"1350 Curtiss Av San Jose, CA 95125",17108,0,7182,0,1925,1392,6.0,3.0,2.0,95125,1250000,713,794645.6
37,429-02-062,37.3071883,-121.8938816,"1334 Curtiss Av San Jose, CA 95125",17108,0,8262,0,2010,3001,9.0,4.0,4.0,95125,1250000,713,2783899.3
38,429-02-066,37.3075956,-121.8944134,"1302 Curtiss Av San Jose, CA 95125",17108,0,8568,0,1928,1056,6.0,3.0,1.0,95125,1250000,713,602834.4
39,429-02-067,37.3077438,-121.8944808,"1292 Curtiss Av San Jose, CA 95125",17108,0,8415,0,2001,3112,10.0,4.0,3.0,95125,1250000,713,2220669.0
40,429-02-069,37.3079696,-121.8947231,"1272 Curtiss Av San Jose, CA 95125",17108,0,7500,0,1920,940,5.0,3.0,1.0,95125,1250000,713,536613.6
41,429-02-070,37.308073,-121.8948183,"1264 Curtiss Av San Jose, CA 95125",17108,0,7650,0,1908,1080,4.0,2.0,1.0,95125,1250000,713,616535.2
42,429-02-071,37.3063579,-121.8932228,"1390 Curtiss Av San Jose, CA 95125",17108,0,4794,0,1964,3572,11.0,5.0,4.0,95125,1250000,713,2039133.6
43,429-02-073,37.307606,-121.8925111,"1355 Bird Av San Jose, CA 95125",17108,0,6300,0,1928,1528,6.0,2.0,1.0,95125,1250000,713,872283.2
44,429-02-075,37.307555,-121.8923192,"1365 Bird Av San Jose, CA 95125",17108,0,6000,0,1939,1647,6.0,3.0,2.0,95125,1250000,713,940216.0
45,429-03-008,37.3088374,-121.8961198,"1191 Curtiss Av San Jose, CA 95125",17108,0,9000,0,1915,1116,5.0,2.0,1.0,95125,1250000,713,637086.4
46,429-03-013,37.3081068,-121.8955031,"1247 Curtiss Av San Jose, CA 95125",17108,0,13320,0,1924,2085,7.0,4.0,2.0,95125,1250000,713,1190255.2
47,429-03-014,37.3079421,-121.8953797,"1263 Curtiss Av San Jose, CA 95125",17108,0,8468,0,2006,3356,11.0,5.0,5.5,95125,1250000,713,2394783.0
48,429-03-020,37.3072376,-121.8945946,"1313 Curtiss Av San Jose, CA 95125",17108,0,8000,0,1939,948,6.0,3.0,1.0,95125,1250000,713,541180.8
49,429-03-021,37.307094,-121.8945616,"1323 Curtiss Av San Jose, CA 95125",17108,0,8000,0,2003,3739,11.0,5.0,4.5,95125,1250000,713,2668085.0
50,429-03-025,37.3066644,-121.8939642,"1351 Curtiss Av San Jose, CA 95125",17108,0,9040,0,1922,888,5.0,2.0,1.0,95125,1250000,713,506928.8
51,429-03-035,37.3062548,-121.8947222,"1356 Kotenberg Av San Jose, CA 95125",17108,0,5546,0,1939,2281,8.0,3.0,3.0,95125,1250000,713,1302145.6
52,429-03-077,37.30645,-121.8949396,"1336 Kotenberg Av San Jose, CA 95125",17108,0,4911,0,2006,1753,6.0,3.0,2.5,95125,1250000,713,1250910.0
53,429-03-078,37.306546,-121.8950269,"1326 Kotenberg Av San Jose, CA 95125",17108,0,4826,0,1948,1106,6.0,3.0,2.0,95125,1250000,713,631377.6
54,429-03-039,37.3066363,-121.8951227,"1316 Kotenberg Av San Jose, CA 95125",17108,0,4100,0,1948,836,5.0,3.0,1.0,95125,1250000,713,477244.0
55,429-03-040,37.3067505,-121.8951673,"1302 Kotenberg Av San Jose, CA 95125",17108,0,8800,0,1936,1723,8.0,4.0,2.0,95125,1250000,713,983601.6
56,429-03-041,37.3068684,-121.8952676,"1298 Kotenberg Av San Jose, CA 95125",17108,0,8650,0,1938,1515,6.0,3.0,1.0,95125,1250000,713,864861.6
57,429-03-043,37.3071458,-121.8955201,"1280 Kotenberg Av San Jose, CA 95125",17108,0,6500,0,2005,2873,10.0,4.0,3.0,95125,1250000,713,2050123.0
58,429-03-045,37.3074682,-121.8956966,"1266 Kotenberg Av San Jose, CA 95125",17108,0,7500,0,1998,2141,8.0,4.0,2.0,95125,1250000,713,1222224.0
59,429-03-046,37.3076008,-121.8957897,"1258 Kotenberg Av San Jose, CA 95125",17108,0,7500,0,1941,2016,8.0,3.0,2.0,95125,1250000,713,1150865.6
60,429-03-047,37.307741,-121.89593,"1254 Kotenberg Av San Jose, CA 95125",17108,0,8400,0,1938,1320,6.0,2.0,1.0,95125,1250000,713,753543.2
61,429-03-058,37.3088088,-121.8970807,"1174 Kotenberg Av San Jose, CA 95125",17108,0,5252,0,1948,1005,6.0,3.0,1.0,95125,1250000,713,573720.0
62,429-03-059,37.3089235,-121.8971494,"1158 Kotenberg Av San Jose, CA 95125",17108,0,5115,0,1947,1620,8.0,3.0,2.5,95125,1250000,713,924802.4
63,429-03-061,37.3091995,-121.8973692,"1148 Kotenberg Av San Jose, CA 95125",17108,0,9275,0,1949,1509,5.0,3.0,2.0,95125,1250000,713,861436.8
64,429-03-062,37.3093286,-121.8974316,"1140 Kotenberg Av San Jose, CA 95125",17108,0,9964,0,1916,2915,10.0,5.0,3.5,95125,1250000,713,1664074.4
65,429-03-066,37.3083349,-121.8956685,"1229 Curtiss Av San Jose, CA 95125",17108,0,9568,0,1909,1000,5.0,2.0,1.0,95125,1250000,713,570865.6
66,429-03-073,37.3087051,-121.8968773,"1188 Kotenberg Av San Jose, CA 95125",17108,0,9625,0,1938,1402,6.0,3.0,1.0,95125,1250000,713,800353.6
67,429-03-075,37.306313,-121.89372,"917 Minnesota Av San Jose, CA 95125",17108,0,12334,0,1927,1260,5.0,2.0,1.0,95125,1250000,713,719291.2
68,429-04-005,37.3095008,-121.8982657,"954 Willow St San Jose, CA 95125",17108,2,8640,0,1925,1404,5.0,2.0,1.0,95125,1250000,713,801496.0
69,429-04-006,37.3092354,-121.8980497,"1119 Kotenberg Av San Jose, CA 95125",17108,0,3392,0,1947,660,4.0,2.0,1.0,95125,1250000,713,376771.2
70,429-04-015,37.3082955,-121.8971893,"1203 Kotenberg Av San Jose, CA 95125",17108,0,6075,0,1939,1312,4.0,1.0,1.0,95125,1250000,713,748976.0
71,429-04-016,37.3082057,-121.897117,"1209 Kotenberg Av San Jose, CA 95125",17108,0,5848,0,2002,2560,8.0,3.0,2.5,95125,1250000,713,1826771.0
72,429-04-022,37.3075077,-121.896332,"1253 Kotenberg Av San Jose, CA 95125",17108,0,3700,0,1948,844,5.0,2.0,1.0,95125,1250000,713,481810.4
73,429-04-025,37.3070923,-121.8960763,"1275 Kotenberg Av San Jose, CA 95125",17108,0,9044,0,1998,2296,8.0,3.0,2.5,95125,1250000,713,1310708.0
74,429-04-029,37.3066101,-121.895751,"979 Longley Av San Jose, CA 95125",17108,0,5104,0,1929,1042,6.0,3.0,1.0,95125,1250000,713,594842.4
75,429-04-031,37.3064354,-121.895979,"987 Longley Av San Jose, CA 95125",17108,0,3500,0,1928,976,5.0,2.0,1.0,95125,1250000,713,557164.8
76,429-04-033,37.3061902,-121.8957649,"988 Longley Av San Jose, CA 95125",17108,0,3750,0,1925,1000,5.0,2.0,1.0,95125,1250000,713,570865.6
77,429-04-035,37.3063046,-121.8954717,"980 Longley Av San Jose, CA 95125",17108,0,5236,0,1925,1336,7.0,3.0,1.5,95125,1250000,713,762676.8
78,429-03-060,37.3090309,-121.8972867,"1152 Kotenberg Av San Jose, CA 95125",17108,0,4929,0,2003,2376,7.0,3.0,2.5,95125,1250000,713,1695472.0
79,429-04-038,37.3060319,-121.8951309,"1355 Kotenberg Av San Jose, CA 95125",17108,0,7473,0,1930,1372,6.0,2.0,1.0,95125,1250000,713,783228.0
80,429-04-039,37.3058899,-121.8950683,"1365 Kotenberg Av San Jose, CA 95125",17108,0,7473,0,1939,2207,7.0,3.0,2.5,95125,1250000,713,1259900.8
81,429-04-041,37.3057098,-121.8948536,"1385 Kotenberg Av San Jose, CA 95125",17108,0,7473,0,1930,1468,7.0,3.0,2.0,95125,1250000,713,838031.2
82,429-04-042,37.3054338,-121.8946329,"1395 Kotenberg Av San Jose, CA 95125",17108,0,5264,0,1940,1401,6.0,2.0,2.0,95125,1250000,713,799783.2
83,429-04-043,37.3054188,-121.89473,"963 Minnesota Av San Jose, CA 95125",17108,0,5264,0,1930,1196,6.0,2.0,1.0,95125,1250000,713,682755.2
84,429-04-044,37.305345,-121.894837,"971 Minnesota Av San Jose, CA 95125",17108,0,5640,0,1947,1121,6.0,2.0,1.5,95125,1250000,713,639940.8
85,429-04-047,37.3053718,-121.8953725,"1380 Settle Av San Jose, CA 95125",17108,0,6189,0,1993,2245,9.0,3.0,3.0,95125,1250000,713,1281594.4
86,429-04-048,37.3054207,-121.8956386,"1370 Settle Av San Jose, CA 95125",17108,0,6063,0,1926,1356,6.0,3.0,1.0,95125,1250000,713,774094.4
87,429-04-061,37.307105,-121.8967677,"1262 Settle Av San Jose, CA 95125",17108,0,9660,0,1990,2762,9.0,4.0,4.0,95125,1250000,713,1576732.0
88,429-04-065,37.3077093,-121.8974132,"1222 Settle Av San Jose, CA 95125",17108,0,7480,0,1905,2365,9.0,5.0,3.0,95125,1250000,713,1350098.4
89,429-04-067,37.3080218,-121.8975549,"1200 Settle Av San Jose, CA 95125",17108,0,13350,0,1905,4354,11.0,5.0,3.0,95125,1250000,713,2485550.4
90,429-04-068,37.3081623,-121.8978378,"1186 Settle Av San Jose, CA 95125",17108,0,12560,0,1910,981,5.0,2.0,1.0,95125,1250000,713,560019.2
91,429-04-069,37.3084017,-121.8977815,"1176 Settle Av San Jose, CA 95125",17108,0,6440,0,2013,2873,9.0,5.0,3.5,95125,1250000,713,2665159.9
92,429-04-070,37.3084009,-121.8980587,"1168 Settle Av San Jose, CA 95125",17108,0,6440,0,2002,1951,8.0,3.0,2.5,95125,1250000,713,1392199.0
93,429-04-072,37.3086519,-121.8983091,"1148 Settle Av San Jose, CA 95125",17108,0,7700,0,1921,1752,7.0,3.0,1.0,95125,1250000,713,1000156.8
94,429-04-073,37.3087805,-121.8983927,"1138 Settle Av San Jose, CA 95125",17108,0,7000,0,1926,2040,8.0,3.0,2.5,95125,1250000,713,1164566.4
95,429-04-077,37.3073811,-121.897015,"1246 Settle Av San Jose, CA 95125",17108,0,9600,0,1926,2266,8.0,3.0,2.0,95125,1250000,713,1293582.4
96,429-04-078,37.3078775,-121.8967551,"1233 Kotenberg Av San Jose, CA 95125",17108,0,6580,0,1938,1674,8.0,4.0,2.0,95125,1250000,713,955629.6
97,429-04-079,37.3077418,-121.8965998,"1241 Kotenberg Av San Jose, CA 95125",17108,0,10500,0,1956,1400,6.0,3.0,2.0,95125,1250000,713,799212.0
98,429-04-080,37.3067306,-121.8965127,"1282 Settle Av San Jose, CA 95125",17108,0,5400,0,1989,2308,8.0,3.0,2.5,95125,1250000,713,1317558.4
99,429-04-081,37.3068721,-121.8965724,"1276 Settle Av San Jose, CA 95125",17108,0,9120,0,1991,3148,9.0,5.0,3.5,95125,1250000,713,1797086.4
100,429-04-089,37.3074882,-121.8970827,"1238 Settle Av San Jose, CA 95125",17108,0,7300,0,1984,2122,8.0,4.0,3.0,95125,1250000,713,1211377.6
101,429-05-007,37.3082434,-121.8985553,"1167 Settle Av San Jose, CA 95125",17108,0,9943,0,1900,1933,9.0,4.0,2.0,95125,1250000,713,1103484.0
102,429-05-011,37.3076077,-121.8980291,"1217 Settle Av San Jose, CA 95125",17108,0,11993,0,1920,3486,12.0,5.0,5.0,95125,1250000,713,1990039.2
103,429-05-012,37.3074762,-121.8977967,"1231 Settle Av San Jose, CA 95125",17108,0,14960,0,1905,2712,10.0,5.0,2.0,95125,1250000,713,1548188.8
104,429-05-014,37.3071479,-121.8975293,"1245 Settle Av San Jose, CA 95125",17108,0,9000,0,2010,3005,9.0,4.0,3.5,95125,1250000,713,2787609.5
105,429-05-020,37.3063667,-121.8968323,"1287 Settle Av San Jose, CA 95125",17108,0,10260,0,2002,2580,8.0,3.0,3.0,95125,1250000,713,1841043.0
106,429-05-021,37.3062163,-121.89672,"1293 Settle Av San Jose, CA 95125",17108,0,12530,0,1980,1988,7.0,3.0,2.0,95125,1250000,713,1134881.6
107,429-05-023,37.3058508,-121.8965216,"1305 Settle Av San Jose, CA 95125",17108,0,17458,0,2008,5563,12.0,5.0,4.5,95125,1250000,713,3969660.0
108,429-05-024,37.3057637,-121.8962333,"1321 Settle Av San Jose, CA 95125",17108,0,9027,0,1920,1068,6.0,2.0,2.0,95125,1250000,713,609684.8
109,429-05-028,37.3053362,-121.8958953,"1371 Settle Av San Jose, CA 95125",17108,0,6678,0,1947,866,5.0,2.0,1.0,95125,1250000,713,494369.6
110,429-05-029,37.305251,-121.8958205,"1377 Settle Av San Jose, CA 95125",17108,0,3960,0,1997,1850,9.0,3.0,2.5,95125,1250000,712,1054801.6
111,429-05-032,37.3049404,-121.8956193,"1005 Minnesota Av San Jose, CA 95125",17108,0,6042,0,1910,2421,8.0,5.0,2.5,95125,1250000,713,1382066.4
112,429-05-037,37.3049437,-121.8965569,"1350 Blewett Av San Jose, CA 95125",17108,0,5700,0,1935,1574,6.0,3.0,2.0,95125,1250000,713,898543.2
113,429-05-039,37.305189,-121.8967842,"1332 Blewett Av San Jose, CA 95125",17108,0,5225,0,1936,1214,6.0,2.0,1.0,95125,1250000,713,693031.2
114,429-05-042,37.3055005,-121.8970433,"1312 Blewett Av San Jose, CA 95125",17108,0,5375,0,1939,1258,6.0,2.0,2.0,95125,1250000,713,718149.6
115,429-05-052,37.3067746,-121.8980506,"1238 Blewett Av San Jose, CA 95125",17108,0,7840,0,1940,1310,6.0,2.0,1.0,95125,1250000,713,747834.4
116,429-05-054,37.3069822,-121.8982266,"1222 Blewett Av San Jose, CA 95125",17108,0,6375,0,1936,1288,6.0,2.0,1.0,95125,1250000,713,735275.2
117,429-05-055,37.3071135,-121.8983103,"1214 Blewett Av San Jose, CA 95125",17108,0,6500,0,1936,1475,7.0,3.0,1.0,95125,1250000,713,842027.2
118,429-05-056,37.3072563,-121.898385,"1206 Blewett Av San Jose, CA 95125",17108,0,7500,0,1936,2321,8.0,4.0,3.0,95125,1250000,713,1324980.0
119,429-05-057,37.3073986,-121.8985484,"1200 Blewett Av San Jose, CA 95125",17108,0,7881,0,1940,1897,8.0,4.0,2.5,95125,1250000,713,1082932.8
120,429-05-061,37.307856,-121.8989273,"1170 Blewett Av San Jose, CA 95125",17108,0,6720,0,1936,1256,6.0,2.0,1.0,95125,1250000,713,717007.2
121,429-05-062,37.3080064,-121.8989908,"1162 Blewett Av San Jose, CA 95125",17108,0,5618,0,1936,1390,7.0,3.0,1.0,95125,1250000,713,793503.2
122,429-05-063,37.3081147,-121.899109,"1156 Blewett Av San Jose, CA 95125",17108,0,6360,0,1938,1490,7.0,3.0,2.0,95125,1250000,713,850590.4
123,429-05-064,37.3082237,-121.899231,"1150 Blewett Av San Jose, CA 95125",17108,0,5300,0,1940,1107,6.0,2.0,1.0,95125,1250000,713,631948.8
124,429-05-065,37.3083513,-121.8993141,"1142 Blewett Av San Jose, CA 95125",17108,0,5300,0,1939,1513,7.0,2.0,2.0,95125,1250000,713,863720.0
125,429-05-066,37.3084833,-121.8993947,"1134 Blewett Av San Jose, CA 95125",17108,0,5300,0,1936,1274,6.0,2.0,1.0,95125,1250000,713,727283.2
126,429-05-071,37.3079696,-121.8983238,"1185 Settle Av San Jose, CA 95125",17108,0,11651,0,1928,2180,8.0,4.0,1.5,95125,1250000,713,1244488.0
127,429-05-076,37.3066336,-121.8979448,"1246 Blewett Av San Jose, CA 95125",17108,0,9900,0,1939,1791,7.0,3.0,2.0,95125,1250000,713,1022420.8
128,429-05-080,37.3070544,-121.8973112,"1253 Settle Av San Jose, CA 95125",17108,0,11172,0,1900,1246,5.0,2.0,1.0,95125,1250000,713,711299.2
129,429-05-084,37.307623,-121.8987264,"1184 Blewett Av San Jose, CA 95125",17108,0,5875,0,1936,1190,6.0,2.0,1.0,95125,1250000,713,679330.4
130,429-05-086,37.3084728,-121.8987775,"1137 Settle Av San Jose, CA 95125",17108,0,12874,0,1892,2408,10.0,5.0,1.5,95125,1250000,713,1030984.2
131,429-06-012,37.3072936,-121.8990728,"1193 Blewett Av San Jose, CA 95125",17108,0,6625,0,1940,1152,5.0,2.0,1.0,95125,1250000,713,657637.6
132,429-06-014,37.3070452,-121.8988988,"1207 Blewett Av San Jose, CA 95125",17108,0,5300,0,1940,1550,6.0,2.0,1.0,95125,1250000,713,884842.4
133,429-06-015,37.306917,-121.8987916,"1215 Blewett Av San Jose, CA 95125",17108,0,5300,0,1947,1603,6.0,3.0,1.5,95125,1250000,713,915098.4
134,429-06-021,37.3060876,-121.8981885,"1265 Blewett Av San Jose, CA 95125",17108,0,6018,0,1938,1786,7.0,3.0,3.5,95125,1250000,713,1019566.4
135,429-06-025,37.3056366,-121.8977688,"1289 Blewett Av San Jose, CA 95125",17108,0,8892,0,1938,2259,7.0,3.0,2.5,95125,1250000,713,1289586.4
136,429-06-026,37.3055147,-121.8976784,"1295 Blewett Av San Jose, CA 95125",17108,0,8250,0,1938,1345,6.0,3.0,1.0,95125,1250000,713,767814.4
137,429-06-029,37.3051649,-121.8973937,"1317 Blewett Av San Jose, CA 95125",17108,0,6800,0,1936,1106,5.0,2.0,1.0,95125,1250000,713,631377.6
138,429-06-030,37.3050617,-121.8973074,"1325 Blewett Av San Jose, CA 95125",17108,0,7344,0,1936,1522,7.0,3.0,1.0,95125,1250000,713,868857.6
139,429-06-081,37.305392,-121.8975909,"1305 Blewett Av San Jose, CA 95125",17108,0,6300,0,1932,1596,7.0,3.0,1.0,95125,1250000,713,911101.6
140,429-06-085,37.305272,-121.8974934,"1311 Blewett Av San Jose, CA 95125",17108,0,6300,0,1934,1816,8.0,3.0,2.0,95125,1250000,713,1036692.8
141,429-06-089,37.3049557,-121.8971883,"1331 Blewett Av San Jose, CA 95125",17108,0,6528,0,1938,1350,6.0,2.0,2.0,95125,1250000,713,770668.8
142,429-07-004,37.3064971,-121.901049,"1127 Meredith Av San Jose, CA 95125",17108,0,7965,0,2015,3412,10.0,5.0,4.0,95125,1250000,713,3165167.2
143,429-07-006,37.3063711,-121.9013067,"1137 Meredith Av San Jose, CA 95125",17108,0,6795,0,1928,1084,5.0,2.0,1.0,95125,1250000,713,618818.4
144,429-07-008,37.306295,-121.9016283,"1145 Meredith Av San Jose, CA 95125",17108,0,6288,0,1928,2011,8.0,3.0,1.0,95125,1250000,713,1148011.2
145,429-07-013,37.3069072,-121.9022274,"1144 Coolidge Av San Jose, CA 95125",17108,0,7150,0,1949,1518,7.0,3.0,1.0,95125,1250000,713,866574.4
146,429-07-015,37.3071862,-121.9023385,"1124 Coolidge Av San Jose, CA 95125",17108,0,5250,0,1955,1523,6.0,3.0,2.0,95125,1250000,713,869428.8
147,429-07-016,37.307294,-121.902388,"1118 Coolidge Av San Jose, CA 95125",17108,0,4950,0,1942,1268,5.0,2.0,1.0,95125,1250000,713,723857.6
148,429-07-017,37.3074962,-121.9026166,"1146 Willow St San Jose, CA 95125",17108,0,6000,0,1933,1359,7.0,3.0,2.0,95125,1250000,713,775806.4
149,429-07-018,37.3075855,-121.9025077,"1142 Willow St San Jose, CA 95125",17108,0,6250,0,1933,1397,6.0,2.0,1.0,95125,1250000,713,797500.0
150,429-08-001,37.3053789,-121.9022449,"1235 Coolidge Av San Jose, CA 95125",17108,0,5248,0,1937,1406,9.0,2.0,2.0,95125,1250000,713,802637.6
151,429-08-003,37.3050363,-121.9023253,"1165 Britton Av San Jose, CA 95125",17108,0,8900,0,1937,1560,7.0,3.0,1.0,95125,1250000,713,890550.4
152,429-08-004,37.3049799,-121.9024807,"1169 Britton Av San Jose, CA 95125",17108,0,8800,0,1939,1328,5.0,2.0,1.0,95125,1250000,713,758109.6
153,429-08-005,37.3049421,-121.9026276,"1173 Britton Av San Jose, CA 95125",17108,0,8700,0,1936,1199,6.0,2.0,1.0,95125,1250000,713,684468.0
154,429-08-008,37.3048105,-121.9031405,"1185 Britton Av San Jose, CA 95125",17108,0,8350,0,1936,2712,9.0,4.0,2.5,95125,1250000,713,1548188.8
155,429-08-015,37.3052946,-121.9030357,"1172 Meredith Av San Jose, CA 95125",17108,0,6600,0,1941,1448,5.0,2.0,1.0,95125,1250000,713,826613.6
156,429-08-020,37.3058553,-121.9027952,"1198 Crescent Dr San Jose, CA 95125",17108,0,6000,0,1946,3065,10.0,5.0,3.0,95125,1250000,713,1749704.0
157,429-08-022,37.3061768,-121.9029851,"1194 Crescent Dr San Jose, CA 95125",17108,0,7452,0,1941,2162,6.0,3.0,3.0,95125,1250000,713,1234212.0
158,429-08-023,37.306358,-121.903018,"1192 Crescent Dr San Jose, CA 95125",17108,0,7260,0,1941,1484,6.0,3.0,1.0,95125,1250000,713,847164.8
159,429-08-025,37.306703,-121.903128,"1188 Crescent Dr San Jose, CA 95125",17108,0,7605,0,1941,2030,7.0,3.0,2.0,95125,1250000,713,1158857.6
160,429-08-026,37.3068438,-121.9032665,"1186 Crescent Dr San Jose, CA 95125",17108,0,6600,0,1942,1380,6.0,2.0,1.0,95125,1250000,713,787795.2
161,429-08-027,37.3070015,-121.9033132,"1184 Crescent Dr San Jose, CA 95125",17108,0,6600,0,2008,2962,9.0,4.0,3.0,95125,1250000,713,2113631.0
162,429-08-028,37.3071214,-121.9034504,"1182 Crescent Dr San Jose, CA 95125",17108,0,10980,0,1940,2407,8.0,3.0,2.0,95125,1250000,713,1374074.4
163,429-08-029,37.3073625,-121.9030298,"1101 Coolidge Av San Jose, CA 95125",17108,0,8190,0,1945,1582,6.0,2.0,1.5,95125,1250000,713,903109.6
